province,max,min,rain,humidi,date
Ho Chi Minh City,28,25,49.5,89,10/2/2017
Ho Chi Minh City,33,26,34.7,79,10/2/2018
Ho Chi Minh City,32,25,16.7,80,10/2/2019
Ho Chi Minh City,32,27,34.7,78,10/2/2020
Ho Chi Minh City,30,24,36.1,93,10/4/2009
Ho Chi Minh City,31,24,16,90,10/4/2010
Ho Chi Minh City,29,24,35,92,10/4/2011
Ho Chi Minh City,31,24,4.7,88,10/4/2012
Ho Chi Minh City,31,24,17.8,85,10/4/2013
Ho Chi Minh City,34,25,8.5,77,10/4/2014
Ho Chi Minh City,30,25,14.3,82,10/4/2015
Ho Chi Minh City,32,25,11.7,84,10/4/2016
Ho Chi Minh City,32,24,11.5,82,10/4/2017
Ho Chi Minh City,32,26,25.9,82,10/4/2018
Ho Chi Minh City,32,26,1.5,76,10/4/2019
Ho Chi Minh City,30,26,22.8,82,10/4/2020
Ho Chi Minh City,28,24,52.1,95,10/7/2009
Ho Chi Minh City,31,25,13.2,88,10/7/2010
Ho Chi Minh City,32,24,18.6,87,10/7/2011
Ho Chi Minh City,30,24,28.1,89,10/7/2012
Ho Chi Minh City,30,24,14,88,10/7/2013
Ho Chi Minh City,32,24,2.7,81,10/7/2014
Ho Chi Minh City,33,26,17.9,77,10/7/2015
Ho Chi Minh City,30,25,42.1,88,10/7/2016
Ho Chi Minh City,33,26,11.9,78,10/7/2017
Ho Chi Minh City,33,25,12,77,10/7/2018
Ho Chi Minh City,32,24,6.1,80,10/7/2019
Ho Chi Minh City,27,25,13.3,88,10/7/2020
Ho Chi Minh City,29,24,9.5,92,10/6/2009
Ho Chi Minh City,34,25,8,86,10/6/2010
Ho Chi Minh City,29,24,8.2,89,10/6/2011
Ho Chi Minh City,29,25,11.1,89,10/6/2012
Ho Chi Minh City,30,24,18.3,90,10/6/2013
Ho Chi Minh City,33,24,21.8,85,10/6/2014
Ho Chi Minh City,33,25,17.6,75,10/6/2015
Ho Chi Minh City,31,25,23.4,86,10/6/2016
Ho Chi Minh City,27,26,26.1,87,10/6/2017
Ho Chi Minh City,32,25,10.2,78,10/6/2018
Ho Chi Minh City,31,25,38.9,81,10/6/2019
Ho Chi Minh City,29,25,1.6,82,10/6/2020
Ho Chi Minh City,29,24,36.8,94,10/8/2009
Ho Chi Minh City,32,25,7.2,85,10/8/2010
Ho Chi Minh City,30,25,10.4,90,10/8/2011
Ho Chi Minh City,31,24,6.6,86,10/8/2012
Ho Chi Minh City,32,24,21.9,86,10/8/2013
Ho Chi Minh City,32,24,5.9,83,10/8/2014
Ho Chi Minh City,34,26,13.9,78,10/8/2015
Ho Chi Minh City,31,25,15.3,84,10/8/2016
Ho Chi Minh City,33,26,1.7,77,10/8/2017
Ho Chi Minh City,33,25,5,76,10/8/2018
Ho Chi Minh City,34,25,0.9,78,10/8/2019
Ho Chi Minh City,31,24,13.3,82,10/8/2020
Ho Chi Minh City,31,24,8.8,89,10/5/2009
Ho Chi Minh City,32,24,7.7,88,10/5/2010
Ho Chi Minh City,29,24,9.1,91,10/5/2011
Ho Chi Minh City,30,25,16.9,90,10/5/2012
Ho Chi Minh City,31,24,21,88,10/5/2013
Ho Chi Minh City,33,25,4.9,81,10/5/2014
Ho Chi Minh City,31,25,6.9,79,10/5/2015
Ho Chi Minh City,31,26,18.5,86,10/5/2016
Ho Chi Minh City,33,25,15.6,78,10/5/2017
Ho Chi Minh City,29,25,21.6,87,10/5/2018
Ho Chi Minh City,32,25,8.2,78,10/5/2019
Ho Chi Minh City,30,25,5.1,81,10/5/2020
Ho Chi Minh City,27,23,15.8,95,10/10/2009
Ho Chi Minh City,29,24,4.6,92,10/1/2009
Ho Chi Minh City,30,25,54.5,93,10/10/2010
Ho Chi Minh City,30,24,22.4,91,10/10/2011
Ho Chi Minh City,33,25,8.2,82,10/10/2012
Ho Chi Minh City,32,24,17.8,85,10/10/2013
Ho Chi Minh City,33,24,13.3,81,10/10/2014
Ho Chi Minh City,32,26,20.4,81,10/10/2015
Ho Chi Minh City,31,25,47.8,87,10/10/2016
Ho Chi Minh City,33,26,3.8,81,10/10/2017
Ho Chi Minh City,34,26,2,75,10/10/2018
Ho Chi Minh City,33,25,3.7,79,10/10/2019
Ho Chi Minh City,30,24,26.3,86,10/10/2020
Ho Chi Minh City,32,25,14.2,86,10/1/2010
Ho Chi Minh City,31,24,25.1,86,10/1/2011
Ho Chi Minh City,31,25,38,90,10/1/2012
Ho Chi Minh City,32,24,11.6,84,10/1/2013
Ho Chi Minh City,31,25,1.8,82,10/1/2014
Ho Chi Minh City,33,26,1.1,74,10/1/2015
Ho Chi Minh City,31,26,21.2,84,10/1/2016
Ho Chi Minh City,33,26,27.7,81,10/1/2017
Ho Chi Minh City,34,26,15.4,76,10/1/2018
Ho Chi Minh City,32,25,11.8,79,10/1/2019
Ho Chi Minh City,33,27,8.3,75,10/1/2020
Ho Chi Minh City,30,23,6.8,89,10/12/2009
Ho Chi Minh City,30,24,78.8,94,10/12/2010
Ho Chi Minh City,31,24,7.3,87,10/12/2011
Ho Chi Minh City,33,24,2.5,82,10/12/2012
Ho Chi Minh City,33,24,8.2,84,10/12/2013
Ho Chi Minh City,34,24,4.4,81,10/12/2014
Ho Chi Minh City,32,26,31.7,79,10/12/2015
Ho Chi Minh City,31,25,38,87,10/12/2016
Ho Chi Minh City,34,26,15.1,79,10/12/2017
Ho Chi Minh City,33,26,3.7,74,10/12/2018
Ho Chi Minh City,32,25,13,81,10/12/2019
Ho Chi Minh City,29,25,12.3,86,10/12/2020
Ho Chi Minh City,27,25,43,96,10/3/2009
Ho Chi Minh City,31,25,22.4,89,10/3/2010
Ho Chi Minh City,30,25,96.2,91,10/3/2011
Ho Chi Minh City,30,24,16.8,90,10/3/2012
Ho Chi Minh City,30,24,12.5,88,10/3/2013
Ho Chi Minh City,34,25,2.4,76,10/3/2014
Ho Chi Minh City,32,26,9.7,80,10/3/2015
Ho Chi Minh City,32,26,18.8,84,10/3/2016
Ho Chi Minh City,26,24,18.3,92,10/3/2017
Ho Chi Minh City,33,25,40.4,81,10/3/2018
Ho Chi Minh City,32,25,5.3,80,10/3/2019
Ho Chi Minh City,32,27,19.3,77,10/3/2020
Ho Chi Minh City,32,24,7.3,87,10/14/2009
Ho Chi Minh City,28,24,1.3,93,10/14/2010
Ho Chi Minh City,30,24,8.4,89,10/14/2011
Ho Chi Minh City,33,24,2.1,83,10/14/2012
Ho Chi Minh City,31,25,3.9,83,10/14/2013
Ho Chi Minh City,33,24,3.1,78,10/14/2014
Ho Chi Minh City,33,26,9.8,75,10/14/2015
Ho Chi Minh City,31,26,11.1,86,10/14/2016
Ho Chi Minh City,31,25,21.6,86,10/14/2017
Ho Chi Minh City,33,26,13.4,78,10/14/2018
Ho Chi Minh City,33,24,3,80,10/14/2019
Ho Chi Minh City,28,25,16.1,88,10/14/2020
Ho Chi Minh City,31,23,1.2,86,10/13/2009
Ho Chi Minh City,29,24,7,93,10/13/2010
Ho Chi Minh City,30,24,25,88,10/13/2011
Ho Chi Minh City,33,24,4.2,81,10/13/2012
Ho Chi Minh City,32,24,6.7,83,10/13/2013
Ho Chi Minh City,32,24,5,80,10/13/2014
Ho Chi Minh City,33,26,12.3,77,10/13/2015
Ho Chi Minh City,31,25,14.7,86,10/13/2016
Ho Chi Minh City,33,26,34.1,81,10/13/2017
Ho Chi Minh City,34,26,0.2,74,10/13/2018
Ho Chi Minh City,32,25,30.9,83,10/13/2019
Ho Chi Minh City,29,22,15.9,86,10/13/2020
Ho Chi Minh City,28,24,35.9,95,10/9/2009
Ho Chi Minh City,31,25,12.4,88,10/9/2010
Ho Chi Minh City,30,25,40.7,92,10/9/2011
Ho Chi Minh City,32,24,7.5,83,10/9/2012
Ho Chi Minh City,31,24,25.2,87,10/9/2013
Ho Chi Minh City,30,24,8.8,84,10/9/2014
Ho Chi Minh City,33,26,6.6,80,10/9/2015
Ho Chi Minh City,31,25,24.2,84,10/9/2016
Ho Chi Minh City,32,26,12.8,78,10/9/2017
Ho Chi Minh City,34,25,0,73,10/9/2018
Ho Chi Minh City,33,25,17.5,79,10/9/2019
Ho Chi Minh City,28,25,30.2,88,10/9/2020
Ho Chi Minh City,31,26,12.5,89,10/15/2009
Ho Chi Minh City,29,23,2.3,92,10/15/2010
Ho Chi Minh City,30,24,5.8,87,10/15/2011
Ho Chi Minh City,33,24,1.7,81,10/15/2012
Ho Chi Minh City,31,25,5.5,86,10/15/2013
Ho Chi Minh City,33,25,4.1,78,10/15/2014
Ho Chi Minh City,33,26,17.6,77,10/15/2015
Ho Chi Minh City,31,26,24.6,87,10/15/2016
Ho Chi Minh City,28,25,32.2,89,10/15/2017
Ho Chi Minh City,32,26,4.4,79,10/15/2018
Ho Chi Minh City,32,24,3.9,78,10/15/2019
Ho Chi Minh City,29,24,15.5,86,10/15/2020
Ho Chi Minh City,29,24,25.1,94,10/18/2009
Ho Chi Minh City,33,23,1.8,86,10/18/2010
Ho Chi Minh City,31,24,7.6,87,10/18/2011
Ho Chi Minh City,34,24,0.7,78,10/18/2012
Ho Chi Minh City,32,24,10.2,84,10/18/2013
Ho Chi Minh City,33,25,22.2,81,10/18/2014
Ho Chi Minh City,32,26,21.6,78,10/18/2015
Ho Chi Minh City,30,25,16.1,88,10/18/2016
Ho Chi Minh City,30,25,32.8,86,10/18/2017
Ho Chi Minh City,33,26,34,78,10/18/2018
Ho Chi Minh City,33,25,6.1,79,10/18/2019
Ho Chi Minh City,30,25,30.3,84,10/18/2020
Ho Chi Minh City,28,23,20.5,95,10/19/2009
Ho Chi Minh City,31,24,0.6,85,10/19/2010
Ho Chi Minh City,32,24,12.1,85,10/19/2011
Ho Chi Minh City,33,25,0.4,78,10/19/2012
Ho Chi Minh City,32,25,7,84,10/19/2013
Ho Chi Minh City,33,25,0.6,81,10/19/2014
Ho Chi Minh City,31,26,23.5,80,10/19/2015
Ho Chi Minh City,31,24,22.3,87,10/19/2016
Ho Chi Minh City,32,25,27.5,84,10/19/2017
Ho Chi Minh City,29,25,21.5,86,10/19/2018
Ho Chi Minh City,32,25,2.3,80,10/19/2019
Ho Chi Minh City,29,25,6.1,83,10/19/2020
Ho Chi Minh City,30,25,13.3,90,9/22/2009
Ho Chi Minh City,33,25,6.6,85,9/22/2010
Ho Chi Minh City,29,24,5.9,87,9/22/2011
Ho Chi Minh City,31,25,31,88,9/22/2012
Ho Chi Minh City,31,24,18.8,86,9/22/2013
Ho Chi Minh City,33,25,5.4,78,9/22/2014
Ho Chi Minh City,33,26,5.6,78,9/22/2015
Ho Chi Minh City,32,26,14,81,9/22/2016
Ho Chi Minh City,27,25,19.6,90,9/22/2017
Ho Chi Minh City,31,26,44.4,82,9/22/2018
Ho Chi Minh City,27,24,13.4,90,9/22/2019
Ho Chi Minh City,33,27,7.2,77,9/22/2020
Ho Chi Minh City,29,24,18.1,93,10/20/2009
Ho Chi Minh City,31,24,8.8,89,10/20/2010
Ho Chi Minh City,32,25,7,87,10/20/2011
Ho Chi Minh City,34,24,0.8,78,10/20/2012
Ho Chi Minh City,33,25,6.4,84,10/20/2013
Ho Chi Minh City,34,25,14.1,81,10/20/2014
Ho Chi Minh City,33,26,9.6,78,10/20/2015
Ho Chi Minh City,30,25,19.8,87,10/20/2016
Ho Chi Minh City,33,25,21.6,81,10/20/2017
Ho Chi Minh City,31,25,4.7,83,10/20/2018
Ho Chi Minh City,31,25,5.2,80,10/20/2019
Ho Chi Minh City,31,24,13.5,82,10/20/2020
Ho Chi Minh City,29,25,19.9,94,10/17/2009
Ho Chi Minh City,31,24,2.4,89,10/17/2010
Ho Chi Minh City,32,25,10.8,87,10/17/2011
Ho Chi Minh City,34,25,3.9,81,10/17/2012
Ho Chi Minh City,32,24,1.3,83,10/17/2013
Ho Chi Minh City,34,25,5.3,80,10/17/2014
Ho Chi Minh City,33,26,4.2,74,10/17/2015
Ho Chi Minh City,31,26,19.1,87,10/17/2016
Ho Chi Minh City,30,26,34.5,85,10/17/2017
Ho Chi Minh City,33,25,8.8,76,10/17/2018
Ho Chi Minh City,33,25,4.7,79,10/17/2019
Ho Chi Minh City,27,24,38,91,10/17/2020
Ho Chi Minh City,29,25,12,93,10/16/2009
Ho Chi Minh City,30,24,0.6,87,10/16/2010
Ho Chi Minh City,32,24,5.2,85,10/16/2011
Ho Chi Minh City,33,25,7.3,83,10/16/2012
Ho Chi Minh City,32,24,9.5,84,10/16/2013
Ho Chi Minh City,34,25,11,78,10/16/2014
Ho Chi Minh City,33,26,11,77,10/16/2015
Ho Chi Minh City,31,26,25.8,89,10/16/2016
Ho Chi Minh City,32,25,11.9,83,10/16/2017
Ho Chi Minh City,33,26,3.6,77,10/16/2018
Ho Chi Minh City,33,25,1,77,10/16/2019
Ho Chi Minh City,26,16,55.1,92,10/16/2020
Ho Chi Minh City,27,23,13.5,96,10/11/2009
Ho Chi Minh City,28,24,133.3,96,10/11/2010
Ho Chi Minh City,31,24,14.9,89,10/11/2011
Ho Chi Minh City,33,24,3.2,82,10/11/2012
Ho Chi Minh City,33,24,6.4,82,10/11/2013
Ho Chi Minh City,33,24,10.2,83,10/11/2014
Ho Chi Minh City,33,26,7.7,76,10/11/2015
Ho Chi Minh City,30,25,55.8,88,10/11/2016
Ho Chi Minh City,33,26,8.1,82,10/11/2017
Ho Chi Minh City,35,26,3.2,74,10/11/2018
Ho Chi Minh City,32,25,8.5,82,10/11/2019
Ho Chi Minh City,29,24,38.5,87,10/11/2020
Ho Chi Minh City,29,24,28,94,10/23/2009
Ho Chi Minh City,32,23,0.1,79,10/23/2010
Ho Chi Minh City,33,25,5,84,10/23/2011
Ho Chi Minh City,32,25,12.8,84,10/23/2012
Ho Chi Minh City,33,25,3.4,81,10/23/2013
Ho Chi Minh City,32,25,20.5,85,10/23/2014
Ho Chi Minh City,31,25,13.4,79,10/23/2015
Ho Chi Minh City,32,25,31.3,85,10/23/2016
Ho Chi Minh City,31,25,17.1,83,10/23/2017
Ho Chi Minh City,33,26,2.6,77,10/23/2018
Ho Chi Minh City,32,25,4.9,82,10/23/2019
Ho Chi Minh City,31,25,7.4,81,10/23/2020
Ho Chi Minh City,29,24,16.6,94,10/25/2009
Ho Chi Minh City,32,24,12.4,86,10/25/2010
Ho Chi Minh City,32,25,9,82,10/25/2011
Ho Chi Minh City,33,25,2.7,80,10/25/2012
Ho Chi Minh City,33,23,11,82,10/25/2013
Ho Chi Minh City,32,25,2.9,84,10/25/2014
Ho Chi Minh City,32,25,1.7,74,10/25/2015
Ho Chi Minh City,30,25,4,85,10/25/2016
Ho Chi Minh City,34,25,5.2,78,10/25/2017
Ho Chi Minh City,33,25,5.1,78,10/25/2018
Ho Chi Minh City,33,25,2.1,80,10/25/2019
Ho Chi Minh City,30,25,21.1,82,10/25/2020
Ho Chi Minh City,30,24,15.1,92,10/21/2009
Ho Chi Minh City,31,24,9.3,90,10/21/2010
Ho Chi Minh City,32,24,6.3,84,10/21/2011
Ho Chi Minh City,34,25,4.2,77,10/21/2012
Ho Chi Minh City,32,25,1.9,81,10/21/2013
Ho Chi Minh City,33,25,15.1,82,10/21/2014
Ho Chi Minh City,33,26,23.5,78,10/21/2015
Ho Chi Minh City,30,25,16.8,87,10/21/2016
Ho Chi Minh City,33,25,24.2,81,10/21/2017
Ho Chi Minh City,33,25,5.3,80,10/21/2018
Ho Chi Minh City,32,25,13.9,80,10/21/2019
Ho Chi Minh City,30,25,31.7,84,10/21/2020
Ho Chi Minh City,32,23,3.6,87,10/27/2009
Ho Chi Minh City,32,25,0.9,86,10/27/2010
Ho Chi Minh City,34,25,1.1,82,10/27/2011
Ho Chi Minh City,33,24,2.2,81,10/27/2012
Ho Chi Minh City,32,24,1.7,81,10/27/2013
Ho Chi Minh City,33,24,7.9,81,10/27/2014
Ho Chi Minh City,33,25,0.5,73,10/27/2015
Ho Chi Minh City,32,25,4.4,82,10/27/2016
Ho Chi Minh City,33,25,14,78,10/27/2017
Ho Chi Minh City,33,26,0.3,75,10/27/2018
Ho Chi Minh City,33,25,0.9,78,10/27/2019
Ho Chi Minh City,30,25,1.9,79,10/27/2020
Ho Chi Minh City,33,24,1.4,79,10/29/2009
Ho Chi Minh City,32,23,5.1,83,10/29/2010
Ho Chi Minh City,33,24,6.8,82,10/29/2011
Ho Chi Minh City,34,24,8.9,82,10/29/2012
Ho Chi Minh City,34,24,3.3,79,10/29/2013
Ho Chi Minh City,34,26,2.1,79,10/29/2014
Ho Chi Minh City,33,26,0.2,72,10/29/2015
Ho Chi Minh City,33,26,4.2,80,10/29/2016
Ho Chi Minh City,31,24,7.1,81,10/29/2017
Ho Chi Minh City,35,26,0.2,73,10/29/2018
Ho Chi Minh City,33,25,5.4,78,10/29/2019
Ho Chi Minh City,28,25,4.3,83,10/29/2020
Ho Chi Minh City,30,24,13,91,10/22/2009
Ho Chi Minh City,31,23,0.5,80,10/22/2010
Ho Chi Minh City,32,25,11.9,83,10/22/2011
Ho Chi Minh City,32,25,4.2,84,10/22/2012
Ho Chi Minh City,33,25,3.9,81,10/22/2013
Ho Chi Minh City,33,25,18.4,82,10/22/2014
Ho Chi Minh City,33,26,8.4,78,10/22/2015
Ho Chi Minh City,31,25,15.2,86,10/22/2016
Ho Chi Minh City,31,25,23.2,81,10/22/2017
Ho Chi Minh City,33,26,1.6,78,10/22/2018
Ho Chi Minh City,32,25,18.5,82,10/22/2019
Ho Chi Minh City,31,25,4.4,78,10/22/2020
Ho Chi Minh City,32,24,2.2,83,11/1/2009
Ho Chi Minh City,29,22,4.7,92,11/1/2010
Ho Chi Minh City,33,24,0.1,82,11/1/2011
Ho Chi Minh City,33,25,3.7,82,11/1/2012
Ho Chi Minh City,33,24,3.7,82,11/1/2013
Ho Chi Minh City,34,25,0.3,77,11/1/2014
Ho Chi Minh City,33,26,6.5,73,11/1/2015
Ho Chi Minh City,32,25,6.5,81,11/1/2016
Ho Chi Minh City,26,24,26.9,93,11/1/2017
Ho Chi Minh City,33,23,0.4,69,11/1/2018
Ho Chi Minh City,31,23,3.6,83,11/1/2019
Ho Chi Minh City,32,26,13.2,80,11/1/2020
Ho Chi Minh City,31,23,18.8,84,11/2/2009
Ho Chi Minh City,30,23,1.7,88,11/2/2010
Ho Chi Minh City,32,24,0.8,82,11/2/2011
Ho Chi Minh City,33,24,22.2,85,11/2/2012
Ho Chi Minh City,33,24,2,79,11/2/2013
Ho Chi Minh City,33,26,10.4,81,11/2/2014
Ho Chi Minh City,33,25,1.4,72,11/2/2015
Ho Chi Minh City,31,25,1,80,11/2/2016
Ho Chi Minh City,31,24,8.2,84,11/2/2017
Ho Chi Minh City,34,25,0.3,70,11/2/2018
Ho Chi Minh City,30,25,16.5,84,11/2/2019
Ho Chi Minh City,31,26,1.4,78,11/2/2020
Ho Chi Minh City,28,24,11.9,94,10/24/2009
Ho Chi Minh City,34,24,0.6,81,10/24/2010
Ho Chi Minh City,33,24,0.7,83,10/24/2011
Ho Chi Minh City,33,24,2,82,10/24/2012
Ho Chi Minh City,33,24,4.2,82,10/24/2013
Ho Chi Minh City,33,25,9,83,10/24/2014
Ho Chi Minh City,31,25,10.6,77,10/24/2015
Ho Chi Minh City,29,25,14,87,10/24/2016
Ho Chi Minh City,32,25,3.8,81,10/24/2017
Ho Chi Minh City,32,25,28.4,82,10/24/2018
Ho Chi Minh City,33,25,2.5,80,10/24/2019
Ho Chi Minh City,30,25,33.7,84,10/24/2020
Ho Chi Minh City,33,23,2,83,10/31/2009
Ho Chi Minh City,26,21,22.9,96,10/31/2010
Ho Chi Minh City,33,24,2.6,83,10/31/2011
Ho Chi Minh City,33,25,6,81,10/31/2012
Ho Chi Minh City,33,24,2.1,81,10/31/2013
Ho Chi Minh City,33,25,8.4,81,10/31/2014
Ho Chi Minh City,34,26,0.3,71,10/31/2015
Ho Chi Minh City,32,25,4.6,82,10/31/2016
Ho Chi Minh City,28,24,7.9,83,10/31/2017
Ho Chi Minh City,34,24,0,64,10/31/2018
Ho Chi Minh City,29,24,4.9,82,10/31/2019
Ho Chi Minh City,32,26,19.3,79,10/31/2020
Ho Chi Minh City,28,24,4.6,92,10/26/2009
Ho Chi Minh City,32,25,42.7,87,10/26/2010
Ho Chi Minh City,32,25,5.3,82,10/26/2011
Ho Chi Minh City,36,24,0,77,10/26/2012
Ho Chi Minh City,33,23,2.6,82,10/26/2013
Ho Chi Minh City,34,25,7.1,82,10/26/2014
Ho Chi Minh City,33,25,4.8,73,10/26/2015
Ho Chi Minh City,31,24,0.5,83,10/26/2016
Ho Chi Minh City,32,25,1.9,78,10/26/2017
Ho Chi Minh City,35,25,1.1,76,10/26/2018
Ho Chi Minh City,33,24,7.1,79,10/26/2019
Ho Chi Minh City,30,26,16.5,79,10/26/2020
Ho Chi Minh City,32,24,4.9,82,10/28/2009
Ho Chi Minh City,31,24,13.3,90,10/28/2010
Ho Chi Minh City,33,25,2.2,82,10/28/2011
Ho Chi Minh City,32,24,1.2,82,10/28/2012
Ho Chi Minh City,33,23,2.1,79,10/28/2013
Ho Chi Minh City,33,25,23.8,82,10/28/2014
Ho Chi Minh City,34,25,0,72,10/28/2015
Ho Chi Minh City,33,25,9.6,81,10/28/2016
Ho Chi Minh City,33,24,12.4,79,10/28/2017
Ho Chi Minh City,35,26,0.4,73,10/28/2018
Ho Chi Minh City,32,25,6.6,81,10/28/2019
Ho Chi Minh City,29,25,0.2,78,10/28/2020
Ho Chi Minh City,31,23,4.3,86,11/4/2009
Ho Chi Minh City,29,22,0.6,87,11/4/2010
Ho Chi Minh City,33,24,1.5,82,11/4/2011
Ho Chi Minh City,33,25,13.2,83,11/4/2012
Ho Chi Minh City,33,24,0.6,78,11/4/2013
Ho Chi Minh City,31,25,2.7,85,11/4/2014
Ho Chi Minh City,33,26,4.6,73,11/4/2015
Ho Chi Minh City,28,25,7.2,87,11/4/2016
Ho Chi Minh City,26,24,4.9,82,11/4/2017
Ho Chi Minh City,34,25,3.4,76,11/4/2018
Ho Chi Minh City,31,24,5.7,79,11/4/2019
Ho Chi Minh City,31,25,0.4,73,11/4/2020
Ho Chi Minh City,30,23,10.1,87,11/5/2009
Ho Chi Minh City,30,22,5.3,86,11/5/2010
Ho Chi Minh City,32,24,19.4,85,11/5/2011
Ho Chi Minh City,33,25,16.5,84,11/5/2012
Ho Chi Minh City,35,25,0.6,78,11/5/2013
Ho Chi Minh City,33,24,3.7,82,11/5/2014
Ho Chi Minh City,31,26,16.1,81,11/5/2015
Ho Chi Minh City,26,24,21.3,88,11/5/2016
Ho Chi Minh City,32,23,4.3,81,11/5/2017
Ho Chi Minh City,35,26,0.2,75,11/5/2018
Ho Chi Minh City,32,24,5.5,79,11/5/2019
Ho Chi Minh City,33,25,0.1,74,11/5/2020
Ho Chi Minh City,33,24,5.8,82,10/30/2009
Ho Chi Minh City,22,21,54.2,94,10/30/2010
Ho Chi Minh City,33,23,0.6,81,10/30/2011
Ho Chi Minh City,33,25,11.3,81,10/30/2012
Ho Chi Minh City,33,24,5.8,80,10/30/2013
Ho Chi Minh City,32,25,12.7,84,10/30/2014
Ho Chi Minh City,34,26,0,69,10/30/2015
Ho Chi Minh City,27,25,1.5,86,10/30/2016
Ho Chi Minh City,33,23,1.3,76,10/30/2017
Ho Chi Minh City,32,26,0,70,10/30/2018
Ho Chi Minh City,31,25,2.2,79,10/30/2019
Ho Chi Minh City,33,26,4.6,76,10/30/2020
Ho Chi Minh City,29,24,23.8,92,11/7/2009
Ho Chi Minh City,31,23,11.4,89,11/7/2010
Ho Chi Minh City,29,24,83.3,93,11/7/2011
Ho Chi Minh City,34,25,1.4,80,11/7/2012
Ho Chi Minh City,29,24,18.3,90,11/7/2013
Ho Chi Minh City,32,25,3.3,79,11/7/2014
Ho Chi Minh City,34,25,0.1,73,11/7/2015
Ho Chi Minh City,30,25,5,87,11/7/2016
Ho Chi Minh City,33,25,4.2,79,11/7/2017
Ho Chi Minh City,28,25,6.2,84,11/7/2018
Ho Chi Minh City,31,25,8.8,82,11/7/2019
Ho Chi Minh City,31,25,2.2,78,11/7/2020
Ho Chi Minh City,34,24,4.7,84,11/9/2009
Ho Chi Minh City,31,24,19.3,92,11/9/2010
Ho Chi Minh City,30,25,11.8,89,11/9/2011
Ho Chi Minh City,34,25,2.6,79,11/9/2012
Ho Chi Minh City,32,24,0,80,11/9/2013
Ho Chi Minh City,33,24,1.8,79,11/9/2014
Ho Chi Minh City,34,25,0,73,11/9/2015
Ho Chi Minh City,32,25,2.6,83,11/9/2016
Ho Chi Minh City,33,25,3.2,79,11/9/2017
Ho Chi Minh City,33,25,0,71,11/9/2018
Ho Chi Minh City,30,23,0.3,76,11/9/2019
Ho Chi Minh City,31,24,0,71,11/9/2020
Ho Chi Minh City,31,24,9.2,89,11/11/2009
Ho Chi Minh City,31,23,6.1,88,11/11/2010
Ho Chi Minh City,30,23,19.2,87,11/11/2011
Ho Chi Minh City,32,26,13.5,80,11/11/2012
Ho Chi Minh City,32,24,4.1,85,11/11/2013
Ho Chi Minh City,33,25,4.5,79,11/11/2014
Ho Chi Minh City,34,26,0,69,11/11/2015
Ho Chi Minh City,32,25,2.9,79,11/11/2016
Ho Chi Minh City,32,25,6.3,80,11/11/2017
Ho Chi Minh City,34,25,0,68,11/11/2018
Ho Chi Minh City,24,22,33.9,93,11/11/2019
Ho Chi Minh City,30,21,0.1,77,11/11/2020
Ho Chi Minh City,31,24,9,89,11/10/2009
Ho Chi Minh City,31,23,6.4,89,11/10/2010
Ho Chi Minh City,30,24,7.9,88,11/10/2011
Ho Chi Minh City,34,24,3.5,79,11/10/2012
Ho Chi Minh City,33,25,1.1,80,11/10/2013
Ho Chi Minh City,34,24,1.4,79,11/10/2014
Ho Chi Minh City,34,26,0.3,71,11/10/2015
Ho Chi Minh City,32,25,0.1,81,11/10/2016
Ho Chi Minh City,32,25,8.7,82,11/10/2017
Ho Chi Minh City,34,26,0,68,11/10/2018
Ho Chi Minh City,28,23,1.7,77,11/10/2019
Ho Chi Minh City,24,23,0.3,83,11/10/2020
Ho Chi Minh City,32,24,7.7,87,11/8/2009
Ho Chi Minh City,29,24,11.3,93,11/8/2010
Ho Chi Minh City,30,24,7.9,90,11/8/2011
Ho Chi Minh City,34,25,0.3,78,11/8/2012
Ho Chi Minh City,33,23,0.9,82,11/8/2013
Ho Chi Minh City,33,25,2,78,11/8/2014
Ho Chi Minh City,33,26,6.6,74,11/8/2015
Ho Chi Minh City,31,25,1.2,86,11/8/2016
Ho Chi Minh City,32,25,13.3,79,11/8/2017
Ho Chi Minh City,33,25,3.3,76,11/8/2018
Ho Chi Minh City,31,24,2.9,81,11/8/2019
Ho Chi Minh City,30,23,1.7,77,11/8/2020
Ho Chi Minh City,36,25,1.3,81,11/14/2009
Ho Chi Minh City,32,24,29.3,87,11/14/2010
Ho Chi Minh City,32,24,4.9,84,11/14/2011
Ho Chi Minh City,29,23,9.8,87,11/14/2012
Ho Chi Minh City,32,25,0.3,79,11/14/2013
Ho Chi Minh City,34,24,0,74,11/14/2014
Ho Chi Minh City,34,26,2,74,11/14/2015
Ho Chi Minh City,33,25,0.8,77,11/14/2016
Ho Chi Minh City,33,25,8.9,80,11/14/2017
Ho Chi Minh City,33,25,0.1,75,11/14/2018
Ho Chi Minh City,30,24,3.1,85,11/14/2019
Ho Chi Minh City,31,24,0,75,11/14/2020
Ho Chi Minh City,33,23,1,83,11/15/2009
Ho Chi Minh City,33,24,11.9,86,11/15/2010
Ho Chi Minh City,31,23,2.2,84,11/15/2011
Ho Chi Minh City,26,23,7.8,94,11/15/2012
Ho Chi Minh City,26,23,14.7,91,11/15/2013
Ho Chi Minh City,34,24,1.7,76,11/15/2014
Ho Chi Minh City,34,25,0,72,11/15/2015
